Code #,Count,Title,HTML address,URL: doc address,Date accessed,Accessed by,Source,Day/Month,Year,Material type,Government Level 1,Government Level 2,Citation,Database name,Database link,Search terms used,Filters applied,Other Notes
70,205402,"Agriculture Reform, Food, and Jobs Act of 2012",,https://www.congress.gov/112/bills/s3240/BILLS-112s3240pp.xml,1/20/2017,EF,,7/10,2012,Congressional document,Senate,"Committee on Agriculture, Nutrition, and Forestry",,Library of Congress,https://www.congress.gov,"""dendroctonus ponderosae"" ""mountain pine beetle""","Filtered subject to ""Policy Area: Agriculture and Food"" ",
71,231591,"Agriculture Reform, Food, and Jobs Act of 2013",,https://www.congress.gov/113/bills/s10/BILLS-113s10is.xml,1/20/2017,EF,,1/22,2013,Congressional document,Senate,"Committee on Agriculture, Nutrition, and Forestry",,Library of Congress,https://www.congress.gov,"""dendroctonus ponderosae"" ""mountain pine beetle""","Filtered subject to ""Policy Area: Agriculture and Food"" ",
72,11538,Consequences of the Ruling by the 11th Circuit Court of Appeals on Forest Management Projects,,http://www.gao.gov/assets/100/90614.pdf,1/23/2017,EF,,11/30,2000,GAO Document,GAO,,,U.S. Government Accountability Office,http://www.gao.gov/browse,"""mountain pine beetle"" ",None,
73,25128,"Use of Stewardship Contracting Is Increasing, but Agencies Could Benefit from Better Data and Contracting Strategies",http://www.gao.gov/assets/290/283239.html,http://www.gao.gov/assets/290/283234.pdf,1/23/2017,EF,,11/13,2008,GAO Document,GAO,,,U.S. Government Accountability Office,http://www.gao.gov/browse,"""mountain pine beetle"" ",None,
74,17629,"Additional Documentation of Agency Experiences with Good Neighbor 
Authority Could Enhance Its Future Use",http://www.gao.gov/assets/290/286398.html,http://www.gao.gov/assets/290/286393.pdf,1/23/2017,EF,,2/25,2009,GAO Document,GAO,,,U.S. Government Accountability Office,http://www.gao.gov/browse,"""mountain pine beetle"" ",None,
75,24244,"Forest Service: Use of Categorical Exclusions for Vegetation Management Projects, 
Calendar Years 2003 through 2005",http://www.gao.gov/assets/260/252549.html,http://www.gao.gov/assets/260/252544.pdf,1/23/2017,EF,,10/10,2006,GAO Document,GAO,,,U.S. Government Accountability Office,http://www.gao.gov/browse,"""mountain pine beetle"" ",None,
76,9336,Forest Service Roadless Areas: Potential Impact of Proposed Regulations on Ecological Sustainability,,http://www.gao.gov/assets/240/230938.pdf,1/23/2017,EF,,11/8,2000,GAO Document,GAO,,,U.S. Government Accountability Office,http://www.gao.gov/browse,"""mountain pine beetle"" ",None,
77,7613,"BLM Public Domain Lands: Volume of Timber Offered for Sale Has Declined Substantially Since 
Fiscal Year 1990",http://www.gao.gov/assets/240/238649.html,http://www.gao.gov/assets/240/238648.pdf,1/23/2017,EF,,6/19,2003,GAO Document,GAO,,,U.S. Government Accountability Office,http://www.gao.gov/browse,"""mountain pine beetle"" ",None,
78,24106,"Endangered Species: Fish and Wildlife Service Uses Best Available Science to Make Listing 
Decisions, but Additional Guidance Needed for Critical Habitat 
Designations",http://www.gao.gov/assets/240/239460.html,http://www.gao.gov/assets/240/239459.pdf,1/23/2017,EF,,8/29,2003,GAO Document,GAO,,,U.S. Government Accountability Office,http://www.gao.gov/browse,"""mountain pine beetle"" ",None,
79,8007,Funds Appropriated for Road and Trails Could Be Used More Effectively By The Forest Service  ,,http://www.gao.gov/assets/200/195994.pdf,1/23/2017,EF,,11/20,1970,GAO Document,GAO,,,U.S. Government Accountability Office,http://www.gao.gov/browse,"""mountain pine beetle"" ",None,
80,86947,"Grizzly Bears, Yellowstone Distinct Population, Notice of Petition Finding, Final Rule",,https://www.gpo.gov/fdsys/pkg/FR-2007-03-29/pdf/07-1474.pdf,1/23/2017,EF,Federal Register ,3/29,2007,Federal agency document,Department of the Interior,Fish and Wildlife Service ,,Federal Digital System (Fdsys) (U.S. Government Publishing Office),https://www.gpo.gov/fdsys/search/home.action ,"""dendroctonus ponderosae""",None,
81,47690,"Endangered and Threatened Wildlife and Plants, 12-Month Finding on a Petition to List Abronia ammophila, Agrostis rossiae, Astragalus proimanthus, Boechera (Arabis) pusilla, and Penstemon gibbensii as Threatened or Endangered, Proposed Rule",,https://www.gpo.gov/fdsys/pkg/FR-2011-06-09/pdf/2011-13910.pdf,1/24/2017,EF,Federal Register ,6/9,2011,Federal agency document,Department of the Interior,Fish and Wildlife Service ,,Federal Digital System (Fdsys) (U.S. Government Publishing Office),https://www.gpo.gov/fdsys/search/home.action ,"""dendroctonus ponderosae""",None,
82,4246,Statement of Rick Cables concerning Mountain Pine Beetles: Strategies for Protecting the West,,https://advance.lexis.com/document/?pdmfid=1000516&crid=8fd1d7d6-6e17-4969-b1a8-2567c5612162&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JFT2-1NTJ-T137-00000-00&pddocid=urn%3AcontentItem%3A88MN-JFT2-1NTJ-T137-00000-00&pdcontentcomponentid=130242&pdteaserkey=sr1&ecomp=r89tk&earg=sr1&prid=2260855d-6298-4edf-883a-828a07918780,1/26/2017,EF,,6/16,2009,Federal agency document,U.S. Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
83,1609,"Statement of Craig Bobzien concerning Bark Beetles, Fire, Black Hills National Forest",,https://advance.lexis.com/document/?pdmfid=1000516&crid=55cff9f2-f5bb-458c-9cf4-fd32a0e8e9c2&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JFT2-1NTJ-T14V-00000-00&pddocid=urn%3AcontentItem%3A88MN-JFT2-1NTJ-T14V-00000-00&pdcontentcomponentid=130242&pdteaserkey=sr4&ecomp=r89tk&earg=sr4&prid=2260855d-6298-4edf-883a-828a07918780,1/26/2017,EF,,7/10,2011,Federal agency document,U.S. Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
84,4430,"Statement of Jay Jensen concerning Forest Ecosystem Recovery Act, Bark Beetles Cibola National Land Transfer",,https://advance.lexis.com/document/?pdmfid=1000516&crid=734855be-927b-4fcf-afc8-d1e282373118&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JFT2-1NTJ-T13W-00000-00&pddocid=urn%3AcontentItem%3A88MN-JFT2-1NTJ-T13W-00000-00&pdcontentcomponentid=130242&pdteaserkey=sr5&ecomp=r89tk&earg=sr5&prid=2260855d-6298-4edf-883a-828a07918780,1/26/2017,EF,,6/24,2010,Federal agency document,U.S. Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
85,1156,Bark beetles: Meeting the challenge on a landscape scale,,https://advance.lexis.com/document/?pdmfid=1000516&crid=6d6d17a3-f395-4249-8ef3-7ea236bd53a9&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JJC2-1NTJ-T1DM-00000-00&pddocid=urn%3AcontentItem%3A88MN-JJC2-1NTJ-T1DM-00000-00&pdcontentcomponentid=130244&pdteaserkey=sr6&ecomp=r89tk&earg=sr6&prid=2260855d-6298-4edf-883a-828a07918780,1/26/2017,EF,,11/15,2010,Federal agency document,U.S. Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
86,18781,"Forest Restoration, GAO-15-398",,https://advance.lexis.com/document/?pdmfid=1000516&crid=1adbe160-8569-47f4-a792-bf0a0f3fab35&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A5G13-YTD0-006N-K008-00000-00&pddocid=urn%3AcontentItem%3A5G13-YTD0-006N-K008-00000-00&pdcontentcomponentid=151193&pdteaserkey=sr7&ecomp=r89tk&earg=sr7&prid=2260855d-6298-4edf-883a-828a07918780,1/26/2017,EF,,4/9,2015,GAO document,United States Government Accountability Office,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
87,7522,"Softwood Lumber Compliance Monitoring, GAO-09-764R",,https://advance.lexis.com/document/?pdmfid=1000516&crid=1ab86015-2491-4589-b6bc-7a8216b700e9&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A4WP9-51N0-006N-K0RK-00000-00&pddocid=urn%3AcontentItem%3A4WP9-51N0-006N-K0RK-00000-00&pdcontentcomponentid=151193&pdteaserkey=sr8&ecomp=r89tk&earg=sr8&prid=3d48c2cf-fb8e-423d-b299-cdac0e7c929d,1/26/2017,EF,,6/18,2009,GAO document,United States Government Accountability Office,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
88,1168,The Challenge of Wildland Fire Management in an Era of Climate Change,,https://advance.lexis.com/document/?pdmfid=1000516&crid=53848b12-e5ae-4272-b8c0-d00723b9a2a0&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JJC2-1NTJ-T1DK-00000-00&pddocid=urn%3AcontentItem%3A88MN-JJC2-1NTJ-T1DK-00000-00&pdcontentcomponentid=130244&pdteaserkey=sr9&ecomp=r89tk&earg=sr9&prid=3d48c2cf-fb8e-423d-b299-cdac0e7c929d,1/26/2017,EF,,10/5,2010,Federal agency document,U.S. Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
89,827,Forest Service report shows fewer trees dying in nation's forests,,https://advance.lexis.com/document/?pdmfid=1000516&crid=2096ca98-bdb6-4e1a-8a8b-b4cdfac6df05&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JJC2-1NTJ-T20C-00000-00&pddocid=urn%3AcontentItem%3A88MN-JJC2-1NTJ-T20C-00000-00&pdcontentcomponentid=130245&pdteaserkey=sr11&ecomp=r89tk&earg=sr11&prid=e99237aa-40fd-44b6-a36f-d19e06ee32cd,1/26/2017,EF,,9/10,2012,Federal agency document,U.S. Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
90,297,"Forest Service announces $13.4 million in contracts to improve 20,000 acres of national forest",,https://advance.lexis.com/document/?pdmfid=1000516&crid=939425c4-7b09-4e09-9430-265ff192c225&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A89T4-F8D2-8GWF-C2BH-00000-00&pddocid=urn%3AcontentItem%3A89T4-F8D2-8GWF-C2BH-00000-00&pdcontentcomponentid=130245&pdteaserkey=sr12&ecomp=r89tk&earg=sr12&prid=f3c2556f-b0a9-4344-9113-1e5d06c83244,1/26/2017,EF,,11/16,2012,Federal agency document,U.S. Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
91,3963,Managing Forests in an Era of Climate Change: Perspectives from the U.S. Forest Service ,,https://advance.lexis.com/document/?pdmfid=1000516&crid=2a9cb027-b012-415f-8157-a2bcc186e1b2&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JJC2-1NTJ-T1C2-00000-00&pddocid=urn%3AcontentItem%3A88MN-JJC2-1NTJ-T1C2-00000-00&pdcontentcomponentid=130244&pdteaserkey=sr16&ecomp=r89tk&earg=sr16&prid=f3c2556f-b0a9-4344-9113-1e5d06c83244,1/26/2017,EF,,8/25,2008,Federal agency document,U.S. Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
92,2386,Wood-to-Energy Platforms: Persepctives from the U.S. Forest Service,,https://advance.lexis.com/document/?pdmfid=1000516&crid=be4f04c4-120f-4470-814a-944cd1226919&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JJC2-1NTJ-T1CK-00000-00&pddocid=urn%3AcontentItem%3A88MN-JJC2-1NTJ-T1CK-00000-00&pdcontentcomponentid=130244&pdteaserkey=sr17&ecomp=r89tk&earg=sr17&prid=f3c2556f-b0a9-4344-9113-1e5d06c83244,1/26/2017,EF,,4/2,2009,Federal agency document,U.S. Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
93,1131,Making the case for investing in sustainable forestry,,https://advance.lexis.com/document/?pdmfid=1000516&crid=ac6aca5c-6ac0-4392-b48d-69ecf538be64&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A8GPK-C962-H9Y9-Y12W-00000-00&pddocid=urn%3AcontentItem%3A8GPK-C962-H9Y9-Y12W-00000-00&pdcontentcomponentid=130244&pdteaserkey=sr18&ecomp=r89tk&earg=sr18&prid=f3c2556f-b0a9-4344-9113-1e5d06c83244,1/26/2017,EF,,10/2,2013,Federal agency document,U.S. Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
94,1127,Meeting Cross-Boundary Challenges to Forest Health,,https://advance.lexis.com/document/?pdmfid=1000516&crid=fb5f9171-6950-423c-bde9-5bb2e4a85ad9&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A8GPK-C962-H9Y9-Y12X-00000-00&pddocid=urn%3AcontentItem%3A8GPK-C962-H9Y9-Y12X-00000-00&pdcontentcomponentid=130244&pdteaserkey=sr19&ecomp=r89tk&earg=sr19&prid=f3c2556f-b0a9-4344-9113-1e5d06c83244,1/26/2017,EF,,3/26,2013,Federal agency document,U.S. Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
95,5225,Improving Forest Health and Socioeconomic Opportunities on the Nation's Forest System,,https://advance.lexis.com/document/?pdmfid=1000516&crid=6b142ed3-d64b-4a25-8a7f-4ca1a39d805f&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A8GTJ-YW62-CXDC-N4G4-00000-00&pddocid=urn%3AcontentItem%3A8GTJ-YW62-CXDC-N4G4-00000-00&pdcontentcomponentid=130242&pdteaserkey=sr23&ecomp=r89tk&earg=sr23&prid=34aeb8c6-3bfc-42dd-aec5-e97b74a2e655,1/26/2017,EF,,3/24,2015,Federal agency document,U.S. Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Administrative materials""",
96,1481,"Beetle Infestations Spread Across West, South",,https://advance.lexis.com/document/?pdmfid=1000516&crid=eb4e2e06-1aff-4043-8413-381490111ccf&pddocfullpath=%2Fshared%2Fdocument%2Flegalnews%2Furn%3AcontentItem%3A49FR-4XM0-01DN-X12D-00000-00&pddocid=urn%3AcontentItem%3A49FR-4XM0-01DN-X12D-00000-00&pdcontentcomponentid=250042&pdteaserkey=sr11&ecomp=r89tk&earg=sr11&prid=7dd19b9f-39a9-4f5b-bb32-81f1dbd8ec8d,1/26/2017,EF,,9/4,2003,Legal news,,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Legal news""",
